index,time_sec,video_frame_index,prediction_index,top_regions,png_path
73,36.5,875,36,L Sulcus circular insula ant (2.42); R Gyrus and Sulcus subcentral (2.36); R Gyrus cuneus (2.35); R Sulcus oc sup and transversal (2.34); L Gyrus cuneus (2.33); L Gyrus and Sulcus subcentral (2.30); L Gyrus oc-temp med-Lingual (2.30); R Gyrus oc-temp med-Parahip (2.30),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0073_0036.5s.png
74,37.0,887,37,R Sulcus orbital med-olfact (2.38); R Gyrus and Sulcus subcentral (2.37); R Sulcus oc sup and transversal (2.31); R Gyrus front sup (2.31); L Gyrus cuneus (2.29); R Gyrus cuneus (2.29); L Pole temporal (2.28); R Gyrus occipital sup (2.28),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0074_0037.0s.png
75,37.5,899,37,R Sulcus orbital med-olfact (2.38); R Gyrus and Sulcus subcentral (2.37); R Sulcus oc sup and transversal (2.31); R Gyrus front sup (2.31); L Gyrus cuneus (2.29); R Gyrus cuneus (2.29); L Pole temporal (2.28); R Gyrus occipital sup (2.28),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0075_0037.5s.png
76,38.0,911,38,R Sulcus orbital med-olfact (2.45); R Gyrus temporal inf (2.35); R Sulcus temporal inf (2.30); L Sulcus temporal inf (2.29); L Sulcus orbital lateral (2.28); L Sulcus suborbital (2.23); L Gyrus and Sulcus cingul-Ant (2.23); L Gyrus and Sulcus cingul-Mid-Ant (2.22),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0076_0038.0s.png
77,38.5,923,38,R Sulcus orbital med-olfact (2.45); R Gyrus temporal inf (2.35); R Sulcus temporal inf (2.30); L Sulcus temporal inf (2.29); L Sulcus orbital lateral (2.28); L Sulcus suborbital (2.23); L Gyrus and Sulcus cingul-Ant (2.23); L Gyrus and Sulcus cingul-Mid-Ant (2.22),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0077_0038.5s.png
78,39.0,935,39,L Gyrus oc-temp med-Parahip (2.42); L Gyrus front middle (2.36); L Gyrus and Sulcus cingul-Ant (2.33); R Gyrus temporal inf (2.30); L Sulcus orbital-H Shaped (2.29); R Sulcus temporal inf (2.28); R Sulcus orbital med-olfact (2.28); L Gyrus rectus (2.27),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0078_0039.0s.png
79,39.5,947,39,L Gyrus oc-temp med-Parahip (2.42); L Gyrus front middle (2.36); L Gyrus and Sulcus cingul-Ant (2.33); R Gyrus temporal inf (2.30); L Sulcus orbital-H Shaped (2.29); R Sulcus temporal inf (2.28); R Sulcus orbital med-olfact (2.28); L Gyrus rectus (2.27),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0079_0039.5s.png
80,40.0,959,40,L Sulcus orbital med-olfact (2.40); L Gyrus and Sulcus cingul-Ant (2.34); R Sulcus temporal inf (2.24); L Gyrus pariet inf-Angular (2.23); L Sulcus cingul-Marginalis (2.22); R Gyrus rectus (2.22); L Gyrus oc-temp med-Parahip (2.21); L Sulcus pericallosal (2.21),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0080_0040.0s.png
81,40.5,971,40,L Sulcus orbital med-olfact (2.40); L Gyrus and Sulcus cingul-Ant (2.34); R Sulcus temporal inf (2.24); L Gyrus pariet inf-Angular (2.23); L Sulcus cingul-Marginalis (2.22); R Gyrus rectus (2.22); L Gyrus oc-temp med-Parahip (2.21); L Sulcus pericallosal (2.21),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0081_0040.5s.png
82,41.0,983,41,L Sulcus pericallosal (2.48); L Sulcus orbital med-olfact (2.48); R Sulcus temporal inf (2.32); L Gyrus and Sulcus cingul-Ant (2.29); L Gyrus pariet inf-Angular (2.29); L Gyrus cingul-Post-dorsal (2.18); L Sulcus cingul-Marginalis (2.13); L Sulcus suborbital (2.12),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0082_0041.0s.png
83,41.5,995,41,L Sulcus pericallosal (2.48); L Sulcus orbital med-olfact (2.48); R Sulcus temporal inf (2.32); L Gyrus and Sulcus cingul-Ant (2.29); L Gyrus pariet inf-Angular (2.29); L Gyrus cingul-Post-dorsal (2.18); L Sulcus cingul-Marginalis (2.13); L Sulcus suborbital (2.12),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0083_0041.5s.png
84,42.0,1007,42,L Sulcus pericallosal (2.33); L Sulcus orbital med-olfact (2.26); L Gyrus cingul-Post-dorsal (2.22); L Gyrus and Sulcus cingul-Ant (2.19); R Gyrus rectus (2.12); L Gyrus temporal middle (2.10); R Sulcus temporal inf (2.10); L Gyrus pariet inf-Angular (2.09),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0084_0042.0s.png
85,42.5,1019,42,L Sulcus pericallosal (2.33); L Sulcus orbital med-olfact (2.26); L Gyrus cingul-Post-dorsal (2.22); L Gyrus and Sulcus cingul-Ant (2.19); R Gyrus rectus (2.12); L Gyrus temporal middle (2.10); R Sulcus temporal inf (2.10); L Gyrus pariet inf-Angular (2.09),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0085_0042.5s.png
86,43.0,1031,43,L Gyrus cingul-Post-dorsal (2.21); L Sulcus orbital med-olfact (2.21); L Sulcus pericallosal (2.19),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0086_0043.0s.png
87,43.5,1043,43,L Gyrus cingul-Post-dorsal (2.21); L Sulcus orbital med-olfact (2.21); L Sulcus pericallosal (2.19),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035/frame_0087_0043.5s.png
