index,time_sec,video_frame_index,prediction_index,top_regions,png_path
95,47.5,1139,47,L Gyrus pariet inf-Supramar (2.19); R Lat Fis-post (2.18); R Gyrus rectus (2.16); L Gyrus rectus (2.14); R Pole temporal (2.07); L Gyrus and Sulcus subcentral (2.07); L Lat Fis-post (2.06); R Gyrus postcentral (2.03),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0095_0047.5s.png
96,48.0,1151,48,L Gyrus pariet inf-Supramar (2.40); R Gyrus temporal inf (2.25); R Gyrus postcentral (2.04); L Gyrus and Sulcus subcentral (2.04); R Lat Fis-post (2.04); L Sulcus circular insula inf (2.04); L Sulcus suborbital (2.00); R Gyrus and Sulcus subcentral (1.99),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0096_0048.0s.png
97,48.5,1163,48,L Gyrus pariet inf-Supramar (2.40); R Gyrus temporal inf (2.25); R Gyrus postcentral (2.04); L Gyrus and Sulcus subcentral (2.04); R Lat Fis-post (2.04); L Sulcus circular insula inf (2.04); L Sulcus suborbital (2.00); R Gyrus and Sulcus subcentral (1.99),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0097_0048.5s.png
98,49.0,1175,49,L Gyrus pariet inf-Supramar (2.34); L Sulcus circular insula inf (2.21); R Gyrus temporal inf (2.18); L Gyrus orbital (2.02); L Gyrus temporal middle (2.01); L Gyrus and Sulcus subcentral (2.00); L Gyrus and Sulcus transv frontopol (2.00); L Gyrus front sup (1.99),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0098_0049.0s.png
99,49.5,1187,49,L Gyrus pariet inf-Supramar (2.34); L Sulcus circular insula inf (2.21); R Gyrus temporal inf (2.18); L Gyrus orbital (2.02); L Gyrus temporal middle (2.01); L Gyrus and Sulcus subcentral (2.00); L Gyrus and Sulcus transv frontopol (2.00); L Gyrus front sup (1.99),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0099_0049.5s.png
100,50.0,1199,50,R Gyrus temp sup-Plan polar (2.21); R Gyrus front sup (2.15); L Gyrus and Sulcus transv frontopol (2.12); L Gyrus cingul-Post-dorsal (2.09); L Gyrus and Sulcus cingul-Mid-Post (2.05); L Gyrus pariet inf-Supramar (2.02); R Gyrus orbital (2.02); L Gyrus precuneus (2.02),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0100_0050.0s.png
101,50.5,1211,50,R Gyrus temp sup-Plan polar (2.21); R Gyrus front sup (2.15); L Gyrus and Sulcus transv frontopol (2.12); L Gyrus cingul-Post-dorsal (2.09); L Gyrus and Sulcus cingul-Mid-Post (2.05); L Gyrus pariet inf-Supramar (2.02); R Gyrus orbital (2.02); L Gyrus precuneus (2.02),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0101_0050.5s.png
102,51.0,1223,51,L Gyrus front inf-Triangul (2.27); R Gyrus front sup (2.25); R Gyrus temp sup-Plan polar (2.22); L Gyrus front inf-Opercular (2.12); R Gyrus oc-temp med-Parahip (2.11); L Gyrus temporal middle (2.09); L Gyrus cingul-Post-ventral (2.08); L Gyrus and Sulcus transv frontopol (2.07),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0102_0051.0s.png
103,51.5,1235,51,L Gyrus front inf-Triangul (2.27); R Gyrus front sup (2.25); R Gyrus temp sup-Plan polar (2.22); L Gyrus front inf-Opercular (2.12); R Gyrus oc-temp med-Parahip (2.11); L Gyrus temporal middle (2.09); L Gyrus cingul-Post-ventral (2.08); L Gyrus and Sulcus transv frontopol (2.07),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0103_0051.5s.png
104,52.0,1247,52,L Gyrus subcallosal (2.38); R Gyrus oc-temp med-Parahip (2.34); L Gyrus temporal middle (2.24); R Gyrus and Sulcus transv frontopol (2.20); R Gyrus front sup (2.19); R Gyrus temp sup-Plan polar (2.18); R Sulcus orbital med-olfact (2.17); L Gyrus front inf-Opercular (2.13),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0104_0052.0s.png
105,52.5,1259,52,L Gyrus subcallosal (2.38); R Gyrus oc-temp med-Parahip (2.34); L Gyrus temporal middle (2.24); R Gyrus and Sulcus transv frontopol (2.20); R Gyrus front sup (2.19); R Gyrus temp sup-Plan polar (2.18); R Sulcus orbital med-olfact (2.17); L Gyrus front inf-Opercular (2.13),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0105_0052.5s.png
106,53.0,1271,53,L Gyrus subcallosal (2.50); R Gyrus front sup (2.37); L Gyrus temporal middle (2.34); L Gyrus front inf-Opercular (2.27); R Gyrus oc-temp med-Parahip (2.22); L Sulcus temporal inf (2.19); R Gyrus and Sulcus frontomargin (2.15); L Sulcus orbital-H Shaped (2.12),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0106_0053.0s.png
107,53.5,1283,53,L Gyrus subcallosal (2.50); R Gyrus front sup (2.37); L Gyrus temporal middle (2.34); L Gyrus front inf-Opercular (2.27); R Gyrus oc-temp med-Parahip (2.22); L Sulcus temporal inf (2.19); R Gyrus and Sulcus frontomargin (2.15); L Sulcus orbital-H Shaped (2.12),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0107_0053.5s.png
108,54.0,1295,54,L Gyrus subcallosal (2.36); R Gyrus rectus (2.23); L Gyrus temporal middle (2.18); L Sulcus temporal inf (2.12); R Gyrus subcallosal (2.11); L Sulcus pericallosal (2.05); L Gyrus rectus (2.04); L Sulcus orbital med-olfact (2.03),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0108_0054.0s.png
109,54.5,1307,54,L Gyrus subcallosal (2.36); R Gyrus rectus (2.23); L Gyrus temporal middle (2.18); L Sulcus temporal inf (2.12); R Gyrus subcallosal (2.11); L Sulcus pericallosal (2.05); L Gyrus rectus (2.04); L Sulcus orbital med-olfact (2.03),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0109_0054.5s.png
110,55.0,1319,55,L Gyrus subcallosal (2.19); R Sulcus subparietal (2.15); L Gyrus temporal middle (2.12); L Sulcus cingul-Marginalis (2.02); L Sulcus temporal inf (2.01); L Sulcus orbital-H Shaped (2.01); L Sulcus orbital lateral (2.01); R Gyrus rectus (2.00),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0110_0055.0s.png
111,55.5,1331,55,L Gyrus subcallosal (2.19); R Sulcus subparietal (2.15); L Gyrus temporal middle (2.12); L Sulcus cingul-Marginalis (2.02); L Sulcus temporal inf (2.01); L Sulcus orbital-H Shaped (2.01); L Sulcus orbital lateral (2.01); R Gyrus rectus (2.00),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0111_0055.5s.png
112,56.0,1343,56,R Sulcus subparietal (2.35); R Gyrus cingul-Post-dorsal (2.22); R Sulcus temporal inf (2.15); R Gyrus pariet inf-Angular (2.14); R Gyrus and Sulcus transv frontopol (2.14); R Sulcus intrapariet and P trans (2.13); R Gyrus front middle (2.13); R Gyrus temporal middle (2.13),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0112_0056.0s.png
113,56.5,1355,56,R Sulcus subparietal (2.35); R Gyrus cingul-Post-dorsal (2.22); R Sulcus temporal inf (2.15); R Gyrus pariet inf-Angular (2.14); R Gyrus and Sulcus transv frontopol (2.14); R Sulcus intrapariet and P trans (2.13); R Gyrus front middle (2.13); R Gyrus temporal middle (2.13),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0113_0056.5s.png
114,57.0,1367,57,R Sulcus precentral-inf-part (2.51); L Sulcus pericallosal (2.50); R Gyrus and Sulcus frontomargin (2.46); R Sulcus interm prim-Jensen (2.46); R Gyrus cingul-Post-dorsal (2.46); R Sulcus subparietal (2.45); R Sulcus intrapariet and P trans (2.43); R Gyrus and Sulcus cingul-Mid-Ant (2.43),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0114_0057.0s.png
115,57.5,1379,57,R Sulcus precentral-inf-part (2.51); L Sulcus pericallosal (2.50); R Gyrus and Sulcus frontomargin (2.46); R Sulcus interm prim-Jensen (2.46); R Gyrus cingul-Post-dorsal (2.46); R Sulcus subparietal (2.45); R Sulcus intrapariet and P trans (2.43); R Gyrus and Sulcus cingul-Mid-Ant (2.43),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0115_0057.5s.png
116,58.0,1391,58,R Gyrus and Sulcus cingul-Mid-Ant (3.25); L Sulcus pericallosal (3.23); L Gyrus and Sulcus cingul-Mid-Ant (3.12); R Sulcus pericallosal (3.10); R Gyrus and Sulcus frontomargin (3.10); R Gyrus insular short (3.08); R Sulcus front middle (3.07); R Sulcus interm prim-Jensen (3.04),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0116_0058.0s.png
117,58.5,1403,58,R Gyrus and Sulcus cingul-Mid-Ant (3.25); L Sulcus pericallosal (3.23); L Gyrus and Sulcus cingul-Mid-Ant (3.12); R Sulcus pericallosal (3.10); R Gyrus and Sulcus frontomargin (3.10); R Gyrus insular short (3.08); R Sulcus front middle (3.07); R Sulcus interm prim-Jensen (3.04),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0117_0058.5s.png
118,59.0,1415,59,L Sulcus pericallosal (2.99); R Gyrus and Sulcus cingul-Mid-Ant (2.94); R Gyrus insular short (2.87); L Gyrus and Sulcus cingul-Mid-Ant (2.84); R Sulcus circular insula sup (2.84); R Gyrus and Sulcus frontomargin (2.79); R Sulcus pericallosal (2.79); R Gyrus front inf-Opercular (2.77),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0118_0059.0s.png
119,59.5,1427,59,L Sulcus pericallosal (2.99); R Gyrus and Sulcus cingul-Mid-Ant (2.94); R Gyrus insular short (2.87); L Gyrus and Sulcus cingul-Mid-Ant (2.84); R Sulcus circular insula sup (2.84); R Gyrus and Sulcus frontomargin (2.79); R Sulcus pericallosal (2.79); R Gyrus front inf-Opercular (2.77),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0119_0059.5s.png
120,60.0,1439,60,R Sulcus circular insula sup (2.64); R Gyrus and Sulcus paracentral (2.55); R Gyrus insular short (2.53); L Sulcus pericallosal (2.50); L Gyrus front inf-Opercular (2.49); R Gyrus front inf-Opercular (2.49); R Gyrus and Sulcus cingul-Mid-Ant (2.48); L Gyrus insular short (2.43),/content/gdrive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Jurassic_Park..._Works_Big_Game_Commercial_2026_Xfinity_20260429_064425/frame_0120_0060.0s.png
