ad,rank_within_ad,region,appearances,unique_predictions,frame_count,frame_fraction,mean_score,max_score,mean_rank
Considering_What_Paris_2024_Paralympic_Games,43,L Gyrus precentral,11,9,281,0.03914590747330961,2.188181818181818,2.63,3.909090909090909
Considering_What_Paris_2024_Paralympic_Games,44,L Gyrus and Sulcus cingul-Ant,11,10,281,0.03914590747330961,2.158181818181818,2.69,6.7272727272727275
Considering_What_Paris_2024_Paralympic_Games,45,L Gyrus postcentral,11,9,281,0.03914590747330961,2.098181818181818,2.17,4.0
Considering_What_Paris_2024_Paralympic_Games,46,R Pole temporal,11,8,281,0.03914590747330961,2.03,2.52,3.909090909090909
Considering_What_Paris_2024_Paralympic_Games,47,L Sulcus postcentral,10,8,281,0.03558718861209965,2.8609999999999998,3.17,1.6
Considering_What_Paris_2024_Paralympic_Games,48,L Gyrus pariet inf-Supramar,10,8,281,0.03558718861209965,2.8,3.02,3.6
Considering_What_Paris_2024_Paralympic_Games,49,R Gyrus and Sulcus paracentral,10,9,281,0.03558718861209965,2.217,2.52,4.4
Considering_What_Paris_2024_Paralympic_Games,50,L Sulcus parieto occipital,10,8,281,0.03558718861209965,2.211,2.35,3.9
Considering_What_Paris_2024_Paralympic_Games,51,L Gyrus and Sulcus frontomargin,10,8,281,0.03558718861209965,2.193,2.64,6.5
Considering_What_Paris_2024_Paralympic_Games,52,R Sulcus pericallosal,10,8,281,0.03558718861209965,2.081,2.37,4.8
Considering_What_Paris_2024_Paralympic_Games,53,R Sulcus parieto occipital,9,7,281,0.03202846975088968,2.3455555555555554,2.78,5.777777777777778
Considering_What_Paris_2024_Paralympic_Games,54,R Gyrus pariet inf-Angular,9,8,281,0.03202846975088968,2.2455555555555557,2.6,4.888888888888889
Considering_What_Paris_2024_Paralympic_Games,55,R Sulcus temporal inf,9,6,281,0.03202846975088968,2.1522222222222225,2.64,5.333333333333333
Considering_What_Paris_2024_Paralympic_Games,56,L Sulcus front middle,8,7,281,0.028469750889679714,2.72125,2.94,5.25
Considering_What_Paris_2024_Paralympic_Games,57,R Gyrus front inf-Opercular,8,6,281,0.028469750889679714,2.57625,3.03,4.625
