ad,frame_index,time_sec,prediction_index,rank,region,score
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,0,0.0,0,1,R Sulcus orbital-H Shaped,3.28
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,0,0.0,0,2,L Sulcus orbital med-olfact,3.1
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,0,0.0,0,3,R Gyrus rectus,3.05
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,0,0.0,0,4,R Gyrus front sup,2.91
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,0,0.0,0,5,L Gyrus and Sulcus cingul-Ant,2.86
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,0,0.0,0,6,L Sulcus pericallosal,2.85
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,0,0.0,0,7,L Gyrus rectus,2.79
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,0,0.0,0,8,L Pole temporal,2.77
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,1,0.5,0,1,R Sulcus orbital-H Shaped,3.28
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,1,0.5,0,2,L Sulcus orbital med-olfact,3.1
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,1,0.5,0,3,R Gyrus rectus,3.05
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,1,0.5,0,4,R Gyrus front sup,2.91
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,1,0.5,0,5,L Gyrus and Sulcus cingul-Ant,2.86
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,1,0.5,0,6,L Sulcus pericallosal,2.85
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,1,0.5,0,7,L Gyrus rectus,2.79
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,1,0.5,0,8,L Pole temporal,2.77
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,2,1.0,1,1,R Sulcus orbital-H Shaped,3.0
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,2,1.0,1,2,L Sulcus orbital med-olfact,2.68
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,2,1.0,1,3,R Gyrus rectus,2.65
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,2,1.0,1,4,L Gyrus temporal middle,2.63
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,2,1.0,1,5,L Gyrus rectus,2.55
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,2,1.0,1,6,R Gyrus orbital,2.54
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,2,1.0,1,7,L Sulcus temporal inf,2.45
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,2,1.0,1,8,L Gyrus and Sulcus cingul-Ant,2.38
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,3,1.5,1,1,R Sulcus orbital-H Shaped,3.0
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,3,1.5,1,2,L Sulcus orbital med-olfact,2.68
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,3,1.5,1,3,R Gyrus rectus,2.65
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,3,1.5,1,4,L Gyrus temporal middle,2.63
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,3,1.5,1,5,L Gyrus rectus,2.55
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,3,1.5,1,6,R Gyrus orbital,2.54
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,3,1.5,1,7,L Sulcus temporal inf,2.45
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,3,1.5,1,8,L Gyrus and Sulcus cingul-Ant,2.38
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,4,2.0,2,1,R Sulcus orbital-H Shaped,2.58
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,4,2.0,2,2,L Sulcus orbital med-olfact,2.46
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,4,2.0,2,3,R Gyrus orbital,2.34
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,4,2.0,2,4,R Gyrus and Sulcus cingul-Ant,2.2
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,4,2.0,2,5,L Gyrus orbital,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,4,2.0,2,6,L Gyrus rectus,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,4,2.0,2,7,L Gyrus and Sulcus cingul-Ant,2.13
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,4,2.0,2,8,L Gyrus temporal inf,2.12
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,5,2.5,2,1,R Sulcus orbital-H Shaped,2.58
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,5,2.5,2,2,L Sulcus orbital med-olfact,2.46
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,5,2.5,2,3,R Gyrus orbital,2.34
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,5,2.5,2,4,R Gyrus and Sulcus cingul-Ant,2.2
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,5,2.5,2,5,L Gyrus orbital,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,5,2.5,2,6,L Gyrus rectus,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,5,2.5,2,7,L Gyrus and Sulcus cingul-Ant,2.13
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,5,2.5,2,8,L Gyrus temporal inf,2.12
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,6,3.0,3,1,L Sulcus orbital med-olfact,2.1
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,7,3.5,3,1,L Sulcus orbital med-olfact,2.1
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,12,6.0,6,1,R Gyrus temporal inf,2.15
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,13,6.5,6,1,R Gyrus temporal inf,2.15
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,14,7.0,7,1,L Gyrus temporal inf,2.28
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,15,7.5,7,1,L Gyrus temporal inf,2.28
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,16,8.0,8,1,L Gyrus temporal inf,2.47
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,16,8.0,8,2,R Sulcus temporal inf,2.29
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,16,8.0,8,3,R Sulcus orbital med-olfact,2.23
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,16,8.0,8,4,L Sulcus temporal inf,2.22
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,16,8.0,8,5,R Pole temporal,2.19
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,16,8.0,8,6,R Gyrus subcallosal,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,16,8.0,8,7,R Gyrus rectus,2.04
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,17,8.5,8,1,L Gyrus temporal inf,2.47
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,17,8.5,8,2,R Sulcus temporal inf,2.29
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,17,8.5,8,3,R Sulcus orbital med-olfact,2.23
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,17,8.5,8,4,L Sulcus temporal inf,2.22
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,17,8.5,8,5,R Pole temporal,2.19
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,17,8.5,8,6,R Gyrus subcallosal,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,17,8.5,8,7,R Gyrus rectus,2.04
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,18,9.0,9,1,L Sulcus temporal inf,2.55
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,18,9.0,9,2,L Gyrus temporal inf,2.42
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,18,9.0,9,3,R Sulcus orbital med-olfact,2.4
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,18,9.0,9,4,R Gyrus rectus,2.28
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,18,9.0,9,5,R Sulcus temporal inf,2.27
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,18,9.0,9,6,L Gyrus and Sulcus transv frontopol,2.23
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,18,9.0,9,7,L Lat Fis-post,2.09
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,18,9.0,9,8,R Gyrus front sup,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,19,9.5,9,1,L Sulcus temporal inf,2.55
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,19,9.5,9,2,L Gyrus temporal inf,2.42
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,19,9.5,9,3,R Sulcus orbital med-olfact,2.4
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,19,9.5,9,4,R Gyrus rectus,2.28
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,19,9.5,9,5,R Sulcus temporal inf,2.27
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,19,9.5,9,6,L Gyrus and Sulcus transv frontopol,2.23
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,19,9.5,9,7,L Lat Fis-post,2.09
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,19,9.5,9,8,R Gyrus front sup,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,20,10.0,10,1,R Sulcus orbital med-olfact,2.29
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,20,10.0,10,2,L Sulcus temporal inf,2.26
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,20,10.0,10,3,R Gyrus rectus,2.12
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,20,10.0,10,4,L Gyrus temporal inf,2.12
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,20,10.0,10,5,L Gyrus temporal middle,2.1
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,21,10.5,10,1,R Sulcus orbital med-olfact,2.29
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,21,10.5,10,2,L Sulcus temporal inf,2.26
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,21,10.5,10,3,R Gyrus rectus,2.12
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,21,10.5,10,4,L Gyrus temporal inf,2.12
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,21,10.5,10,5,L Gyrus temporal middle,2.1
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,22,11.0,11,1,L Gyrus temporal inf,2.46
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,22,11.0,11,2,L Gyrus orbital,2.27
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,22,11.0,11,3,L Gyrus front inf-Orbital,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,22,11.0,11,4,R Sulcus orbital med-olfact,2.06
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,23,11.5,11,1,L Gyrus temporal inf,2.46
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,23,11.5,11,2,L Gyrus orbital,2.27
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,23,11.5,11,3,L Gyrus front inf-Orbital,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,23,11.5,11,4,R Sulcus orbital med-olfact,2.06
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,24,12.0,12,1,L Gyrus orbital,2.43
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,24,12.0,12,2,L Gyrus front middle,2.33
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,24,12.0,12,3,R Gyrus front inf-Orbital,2.28
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,24,12.0,12,4,L Gyrus temporal inf,2.25
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,24,12.0,12,5,R Sulcus orbital lateral,2.23
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,24,12.0,12,6,R Gyrus and Sulcus frontomargin,2.16
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,24,12.0,12,7,L Sulcus orbital lateral,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,25,12.5,12,1,L Gyrus orbital,2.43
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,25,12.5,12,2,L Gyrus front middle,2.33
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,25,12.5,12,3,R Gyrus front inf-Orbital,2.28
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,25,12.5,12,4,L Gyrus temporal inf,2.25
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,25,12.5,12,5,R Sulcus orbital lateral,2.23
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,25,12.5,12,6,R Gyrus and Sulcus frontomargin,2.16
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,25,12.5,12,7,L Sulcus orbital lateral,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,26,13.0,13,1,R Sulcus orbital lateral,2.56
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,26,13.0,13,2,R Gyrus front inf-Orbital,2.53
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,26,13.0,13,3,L Gyrus front middle,2.39
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,26,13.0,13,4,L Gyrus orbital,2.26
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,26,13.0,13,5,L Sulcus interm prim-Jensen,2.21
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,26,13.0,13,6,L Gyrus pariet inf-Supramar,2.15
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,26,13.0,13,7,R Gyrus front middle,2.13
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,26,13.0,13,8,R Gyrus orbital,2.12
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,27,13.5,13,1,R Sulcus orbital lateral,2.56
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,27,13.5,13,2,R Gyrus front inf-Orbital,2.53
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,27,13.5,13,3,L Gyrus front middle,2.39
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,27,13.5,13,4,L Gyrus orbital,2.26
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,27,13.5,13,5,L Sulcus interm prim-Jensen,2.21
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,27,13.5,13,6,L Gyrus pariet inf-Supramar,2.15
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,27,13.5,13,7,R Gyrus front middle,2.13
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,27,13.5,13,8,R Gyrus orbital,2.12
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,28,14.0,14,1,R Sulcus orbital lateral,2.47
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,28,14.0,14,2,R Gyrus front middle,2.43
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,28,14.0,14,3,R Gyrus front inf-Orbital,2.37
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,28,14.0,14,4,R Gyrus orbital,2.27
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,28,14.0,14,5,R Gyrus front sup,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,28,14.0,14,6,L Sulcus interm prim-Jensen,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,28,14.0,14,7,L Gyrus front middle,2.09
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,28,14.0,14,8,L Gyrus pariet inf-Supramar,2.06
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,29,14.5,14,1,R Sulcus orbital lateral,2.47
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,29,14.5,14,2,R Gyrus front middle,2.43
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,29,14.5,14,3,R Gyrus front inf-Orbital,2.37
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,29,14.5,14,4,R Gyrus orbital,2.27
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,29,14.5,14,5,R Gyrus front sup,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,29,14.5,14,6,L Sulcus interm prim-Jensen,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,29,14.5,14,7,L Gyrus front middle,2.09
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,29,14.5,14,8,L Gyrus pariet inf-Supramar,2.06
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,30,15.0,15,1,R Gyrus front middle,2.19
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,30,15.0,15,2,R Gyrus front inf-Orbital,2.19
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,30,15.0,15,3,R Gyrus front sup,2.16
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,30,15.0,15,4,R Sulcus orbital lateral,2.07
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,31,15.5,15,1,R Gyrus front middle,2.19
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,31,15.5,15,2,R Gyrus front inf-Orbital,2.19
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,31,15.5,15,3,R Gyrus front sup,2.16
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,31,15.5,15,4,R Sulcus orbital lateral,2.07
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,32,16.0,16,1,R Gyrus rectus,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,33,16.5,16,1,R Gyrus rectus,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,34,17.0,17,1,R Gyrus rectus,2.11
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,35,17.5,17,1,R Gyrus rectus,2.11
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,36,18.0,18,1,R Gyrus rectus,2.21
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,36,18.0,18,2,L Sulcus oc-temp med and Lingual,2.2
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,37,18.5,18,1,R Gyrus rectus,2.21
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,37,18.5,18,2,L Sulcus oc-temp med and Lingual,2.2
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,38,19.0,19,1,L Sulcus oc-temp med and Lingual,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,38,19.0,19,2,L Sulcus orbital med-olfact,2.14
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,38,19.0,19,3,L Sulcus collat transv ant,2.12
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,38,19.0,19,4,L Gyrus and Sulcus cingul-Ant,2.07
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,39,19.5,19,1,L Sulcus oc-temp med and Lingual,2.17
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,39,19.5,19,2,L Sulcus orbital med-olfact,2.14
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,39,19.5,19,3,L Sulcus collat transv ant,2.12
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,39,19.5,19,4,L Gyrus and Sulcus cingul-Ant,2.07
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,40,20.0,20,1,L Gyrus and Sulcus cingul-Ant,2.11
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,40,20.0,20,2,L Sulcus collat transv ant,2.1
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,40,20.0,20,3,L Sulcus oc-temp med and Lingual,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,41,20.5,20,1,L Gyrus and Sulcus cingul-Ant,2.11
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,41,20.5,20,2,L Sulcus collat transv ant,2.1
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,41,20.5,20,3,L Sulcus oc-temp med and Lingual,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,46,23.0,23,1,R Gyrus oc-temp med-Parahip,2.25
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,46,23.0,23,2,L Gyrus temporal inf,2.05
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,47,23.5,23,1,R Gyrus oc-temp med-Parahip,2.25
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,47,23.5,23,2,L Gyrus temporal inf,2.05
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,48,24.0,24,1,R Gyrus oc-temp med-Parahip,2.31
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,48,24.0,24,2,L Gyrus temporal inf,2.13
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,48,24.0,24,3,L Gyrus oc-temp med-Parahip,2.13
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,48,24.0,24,4,L Gyrus rectus,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,49,24.5,24,1,R Gyrus oc-temp med-Parahip,2.31
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,49,24.5,24,2,L Gyrus temporal inf,2.13
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,49,24.5,24,3,L Gyrus oc-temp med-Parahip,2.13
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,49,24.5,24,4,L Gyrus rectus,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,50,25.0,25,1,L Gyrus oc-temp med-Parahip,2.11
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,50,25.0,25,2,R Gyrus oc-temp med-Parahip,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,51,25.5,25,1,L Gyrus oc-temp med-Parahip,2.11
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,51,25.5,25,2,R Gyrus oc-temp med-Parahip,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,52,26.0,26,1,R Gyrus front sup,2.07
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,53,26.5,26,1,R Gyrus front sup,2.07
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,58,29.0,29,1,L Gyrus temporal inf,2.15
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,58,29.0,29,2,L Sulcus oc-temp med and Lingual,2.09
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,59,29.5,29,1,L Gyrus temporal inf,2.15
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,59,29.5,29,2,L Sulcus oc-temp med and Lingual,2.09
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,60,30.0,30,1,L Gyrus temporal inf,2.36
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,60,30.0,30,2,R Gyrus rectus,2.27
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,60,30.0,30,3,R Sulcus precentral-inf-part,2.14
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,60,30.0,30,4,L Sulcus front sup,2.09
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,60,30.0,30,5,R Gyrus temporal middle,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,60,30.0,30,6,R Gyrus precentral,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,60,30.0,30,7,R Sulcus precentral-sup-part,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,60,30.0,30,8,R Sulcus temporal sup,2.06
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,61,30.5,30,1,L Gyrus temporal inf,2.36
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,61,30.5,30,2,R Gyrus rectus,2.27
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,61,30.5,30,3,R Sulcus precentral-inf-part,2.14
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,61,30.5,30,4,L Sulcus front sup,2.09
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,61,30.5,30,5,R Gyrus temporal middle,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,61,30.5,30,6,R Gyrus precentral,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,61,30.5,30,7,R Sulcus precentral-sup-part,2.08
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,61,30.5,30,8,R Sulcus temporal sup,2.06
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,62,31.0,31,1,L Gyrus temporal inf,2.45
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,62,31.0,31,2,R Gyrus rectus,2.4
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,62,31.0,31,3,L Sulcus front inf,2.36
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,62,31.0,31,4,R Gyrus temporal middle,2.35
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,62,31.0,31,5,L Sulcus precentral-inf-part,2.3
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,62,31.0,31,6,L Gyrus temp sup-Plan tempo,2.24
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,62,31.0,31,7,R Gyrus parietal sup,2.24
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,62,31.0,31,8,L Lat Fis-post,2.23
Budweiser_Super_Bowl_LX_Commercial_American_Icons_20260429_061035,63,31.5,31,1,L Gyrus temporal inf,2.45
