index,time_sec,video_frame_index,prediction_index,top_regions,png_path
34,17.0,408,17,L Gyrus front sup (1.87); L Gyrus temporal middle (1.81); L Gyrus front inf-Opercular (1.73); L Gyrus orbital (1.72); L Sulcus oc-temp lat (1.72); L Sulcus front inf (1.68); L Sulcus postcentral (1.66); R Gyrus front inf-Triangul (1.66),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0034_0017.0s.png
35,17.5,420,17,L Gyrus front sup (1.87); L Gyrus temporal middle (1.81); L Gyrus front inf-Opercular (1.73); L Gyrus orbital (1.72); L Sulcus oc-temp lat (1.72); L Sulcus front inf (1.68); L Sulcus postcentral (1.66); R Gyrus front inf-Triangul (1.66),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0035_0017.5s.png
36,18.0,432,18,L Sulcus circular insula sup (1.92); L Gyrus front sup (1.83); L Gyrus temporal middle (1.80); L Sulcus oc-temp lat (1.70); L Sulcus circular insula ant (1.68); L Gyrus front inf-Opercular (1.67); R Gyrus Ins lg and Sulcus cent ins (1.66); L Gyrus front inf-Triangul (1.66),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0036_0018.0s.png
37,18.5,444,18,L Sulcus circular insula sup (1.92); L Gyrus front sup (1.83); L Gyrus temporal middle (1.80); L Sulcus oc-temp lat (1.70); L Sulcus circular insula ant (1.68); L Gyrus front inf-Opercular (1.67); R Gyrus Ins lg and Sulcus cent ins (1.66); L Gyrus front inf-Triangul (1.66),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0037_0018.5s.png
38,19.0,456,19,L Sulcus circular insula sup (1.74); L Gyrus front sup (1.64); R Gyrus temporal middle (1.63); L Gyrus front inf-Triangul (1.63); L Gyrus temporal middle (1.60); R Gyrus rectus (1.58); L Sulcus circular insula inf (1.57); L Pole temporal (1.56),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0038_0019.0s.png
39,19.5,468,19,L Sulcus circular insula sup (1.74); L Gyrus front sup (1.64); R Gyrus temporal middle (1.63); L Gyrus front inf-Triangul (1.63); L Gyrus temporal middle (1.60); R Gyrus rectus (1.58); L Sulcus circular insula inf (1.57); L Pole temporal (1.56),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0039_0019.5s.png
40,20.0,480,20,L Sulcus circular insula sup (1.70); L Gyrus front inf-Triangul (1.67); R Gyrus rectus (1.63); L Gyrus orbital (1.60); L Gyrus front sup (1.59); R Sulcus circular insula inf (1.55); L Pole temporal (1.54); R Gyrus orbital (1.52),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0040_0020.0s.png
41,20.5,492,20,L Sulcus circular insula sup (1.70); L Gyrus front inf-Triangul (1.67); R Gyrus rectus (1.63); L Gyrus orbital (1.60); L Gyrus front sup (1.59); R Sulcus circular insula inf (1.55); L Pole temporal (1.54); R Gyrus orbital (1.52),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0041_0020.5s.png
42,21.0,504,21,R Gyrus rectus (1.84); L Pole temporal (1.63); L Gyrus oc-temp med-Parahip (1.61); R Gyrus oc-temp med-Parahip (1.57); L Gyrus orbital (1.57); R Gyrus pariet inf-Supramar (1.55); R Gyrus and Sulcus cingul-Mid-Post (1.55); R Sulcus collat transv ant (1.54),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0042_0021.0s.png
43,21.5,516,21,R Gyrus rectus (1.84); L Pole temporal (1.63); L Gyrus oc-temp med-Parahip (1.61); R Gyrus oc-temp med-Parahip (1.57); L Gyrus orbital (1.57); R Gyrus pariet inf-Supramar (1.55); R Gyrus and Sulcus cingul-Mid-Post (1.55); R Sulcus collat transv ant (1.54),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0043_0021.5s.png
44,22.0,528,22,R Gyrus rectus (1.96); L Gyrus front middle (1.92); L Sulcus temporal inf (1.89); L Gyrus oc-temp med-Parahip (1.84); L Gyrus temporal middle (1.73); L Pole temporal (1.66); L Gyrus front inf-Orbital (1.60); L Sulcus collat transv ant (1.59),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0044_0022.0s.png
45,22.5,540,22,R Gyrus rectus (1.96); L Gyrus front middle (1.92); L Sulcus temporal inf (1.89); L Gyrus oc-temp med-Parahip (1.84); L Gyrus temporal middle (1.73); L Pole temporal (1.66); L Gyrus front inf-Orbital (1.60); L Sulcus collat transv ant (1.59),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0045_0022.5s.png
46,23.0,552,23,L Sulcus temporal inf (2.06); L Gyrus oc-temp med-Parahip (1.92); L Gyrus front middle (1.91); L Gyrus temporal middle (1.86); R Gyrus rectus (1.71); L Sulcus collat transv ant (1.64); L Pole temporal (1.62); R Gyrus orbital (1.59),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0046_0023.0s.png
47,23.5,564,23,L Sulcus temporal inf (2.06); L Gyrus oc-temp med-Parahip (1.92); L Gyrus front middle (1.91); L Gyrus temporal middle (1.86); R Gyrus rectus (1.71); L Sulcus collat transv ant (1.64); L Pole temporal (1.62); R Gyrus orbital (1.59),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0047_0023.5s.png
48,24.0,576,24,L Sulcus temporal inf (1.76); R Gyrus subcallosal (1.69); L Gyrus oc-temp med-Parahip (1.63); R Gyrus rectus (1.59); R Gyrus orbital (1.58); L Gyrus temporal middle (1.53); L Sulcus orbital med-olfact (1.49); L Sulcus suborbital (1.49),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0048_0024.0s.png
49,24.5,588,24,L Sulcus temporal inf (1.76); R Gyrus subcallosal (1.69); L Gyrus oc-temp med-Parahip (1.63); R Gyrus rectus (1.59); R Gyrus orbital (1.58); L Gyrus temporal middle (1.53); L Sulcus orbital med-olfact (1.49); L Sulcus suborbital (1.49),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0049_0024.5s.png
50,25.0,600,25,R Pole occipital (1.66); L Pole occipital (1.62); L Gyrus temporal inf (1.61); R Gyrus rectus (1.55); R Gyrus subcallosal (1.50); L Gyrus front sup (1.47); R Sulcus collat transv ant (1.47),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0050_0025.0s.png
51,25.5,611,25,R Pole occipital (1.66); L Pole occipital (1.62); L Gyrus temporal inf (1.61); R Gyrus rectus (1.55); R Gyrus subcallosal (1.50); L Gyrus front sup (1.47); R Sulcus collat transv ant (1.47),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0051_0025.5s.png
52,26.0,623,26,R Pole temporal (1.97); R Pole occipital (1.87); L Pole occipital (1.83); L Gyrus rectus (1.76); R Gyrus subcallosal (1.72); L Sulcus orbital med-olfact (1.69); L Sulcus oc-temp med and Lingual (1.64); R Sulcus collat transv ant (1.61),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0052_0026.0s.png
53,26.5,635,26,R Pole temporal (1.97); R Pole occipital (1.87); L Pole occipital (1.83); L Gyrus rectus (1.76); R Gyrus subcallosal (1.72); L Sulcus orbital med-olfact (1.69); L Sulcus oc-temp med and Lingual (1.64); R Sulcus collat transv ant (1.61),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0053_0026.5s.png
54,27.0,647,27,L Pole occipital (2.12); R Pole occipital (1.94); L Gyrus rectus (1.87); R Pole temporal (1.86); R Gyrus subcallosal (1.85); R Sulcus cingul-Marginalis (1.84); R Gyrus oc-temp med-Parahip (1.83); L Gyrus oc-temp lat-fusifor (1.77),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0054_0027.0s.png
55,27.5,659,27,L Pole occipital (2.12); R Pole occipital (1.94); L Gyrus rectus (1.87); R Pole temporal (1.86); R Gyrus subcallosal (1.85); R Sulcus cingul-Marginalis (1.84); R Gyrus oc-temp med-Parahip (1.83); L Gyrus oc-temp lat-fusifor (1.77),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0055_0027.5s.png
56,28.0,671,28,R Gyrus pariet inf-Supramar (2.58); R Gyrus and Sulcus frontomargin (2.47); R Gyrus front inf-Opercular (2.47); R Sulcus circular insula sup (2.46); R Sulcus postcentral (2.43); R Gyrus oc-temp med-Parahip (2.40); R Gyrus and Sulcus cingul-Mid-Post (2.36); R Gyrus precentral (2.31),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0056_0028.0s.png
57,28.5,683,28,R Gyrus pariet inf-Supramar (2.58); R Gyrus and Sulcus frontomargin (2.47); R Gyrus front inf-Opercular (2.47); R Sulcus circular insula sup (2.46); R Sulcus postcentral (2.43); R Gyrus oc-temp med-Parahip (2.40); R Gyrus and Sulcus cingul-Mid-Post (2.36); R Gyrus precentral (2.31),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0057_0028.5s.png
58,29.0,695,29,R Sulcus calcarine (2.51); R Gyrus temp sup-Plan tempo (2.45); R Gyrus and Sulcus frontomargin (2.44); R Gyrus front inf-Opercular (2.40); L Sulcus calcarine (2.38); L Gyrus oc-temp med-Parahip (2.33); L Gyrus and Sulcus frontomargin (2.31); R Sulcus circular insula sup (2.31),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0058_0029.0s.png
59,29.5,707,29,R Sulcus calcarine (2.51); R Gyrus temp sup-Plan tempo (2.45); R Gyrus and Sulcus frontomargin (2.44); R Gyrus front inf-Opercular (2.40); L Sulcus calcarine (2.38); L Gyrus oc-temp med-Parahip (2.33); L Gyrus and Sulcus frontomargin (2.31); R Sulcus circular insula sup (2.31),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0059_0029.5s.png
60,30.0,719,30,R Sulcus calcarine (2.83); L Sulcus calcarine (2.55); L Gyrus oc-temp med-Parahip (2.52); L Gyrus and Sulcus frontomargin (2.48); R Gyrus and Sulcus frontomargin (2.41); R Sulcus pericallosal (2.33); L Sulcus central (2.31); R Sulcus orbital med-olfact (2.31),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/The_Choice_Pepsi_Super_Bowl_20260429_022611/frame_0060_0030.0s.png
